package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Fiji_v3_v3.0.0_MUIO.zip,2355997,cf028bec99b0c8688f02cb293778a5bd91c324a574922ada1eec66615badaeb1,67,Fiji_v3/
