workbook,sheet,excel_row,Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
iamc_db_POP_Countries.xlsx,data,553,IIASA-WiC POP,SSP2,FJI,Population,million,0.8606229999999994,0.8965509253764343,0.924580530420397,0.9448202603007633,0.9600682967219787,0.9705000055287095,0.9751722986967342,0.974450122385896,0.969505410090258,0.9602737491125389,0.9473285627055678,0.933665118846683,0.9198736601807399,0.9056081687005133,0.8909156226190588,0.8755971024091513,0.8598733437249997,0.8438071119989652,0.828497552704884
