REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S1D2,RNWHYDFJIXX,1,2026,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2027,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2028,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2029,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2030,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2031,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2032,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2033,1.0927796
GLOBAL,S1D2,RNWHYDFJIXX,1,2034,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2035,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2036,2.2758666
GLOBAL,S1D2,RNWHYDFJIXX,1,2037,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2038,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2039,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2040,1.145019
GLOBAL,S1D2,RNWHYDFJIXX,1,2041,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2042,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2043,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2044,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2045,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2046,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2047,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2048,2.3852916
GLOBAL,S1D2,RNWHYDFJIXX,1,2049,1.0547126
GLOBAL,S1D2,RNWHYDFJIXX,1,2050,1.0547126
GLOBAL,S1D2,RNWSPVFJIXX,1,2040,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2041,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2042,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2043,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2044,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2045,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2046,0.27365372
GLOBAL,S1D2,RNWSPVFJIXX,1,2047,0.45480291
GLOBAL,S1D2,RNWSPVFJIXX,1,2048,0.45480291
GLOBAL,S1D2,RNWSPVFJIXX,1,2049,0.45480291
GLOBAL,S1D2,RNWSPVFJIXX,1,2050,0.30790877
GLOBAL,S1D2,RNWWONFJIXX,1,2023,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2024,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2025,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2026,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2027,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2028,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2029,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2030,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2031,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2032,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2033,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2034,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2035,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2036,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2037,0.0678024
GLOBAL,S1D2,RNWWONFJIXX,1,2038,0.0678024
GLOBAL,S1D2,MINLNDTOT,1,2021,1.8139082
GLOBAL,S1D2,MINLNDTOT,1,2022,1.8218116
GLOBAL,S1D2,MINLNDTOT,1,2023,1.9509245
GLOBAL,S1D2,MINLNDTOT,1,2024,1.9287652
GLOBAL,S1D2,MINLNDTOT,1,2025,1.9066063
GLOBAL,S1D2,MINLNDTOT,1,2026,1.8898992
GLOBAL,S1D2,MINLNDTOT,1,2027,1.8731925
GLOBAL,S1D2,MINLNDTOT,1,2028,1.8634069
GLOBAL,S1D2,MINLNDTOT,1,2029,1.8693653
GLOBAL,S1D2,MINLNDTOT,1,2030,1.875324
GLOBAL,S1D2,MINLNDTOT,1,2031,1.8793921
GLOBAL,S1D2,MINLNDTOT,1,2032,1.8834695
GLOBAL,S1D2,MINLNDTOT,1,2033,1.8875469
GLOBAL,S1D2,MINLNDTOT,1,2034,1.8916241
GLOBAL,S1D2,MINLNDTOT,1,2035,1.8956923
GLOBAL,S1D2,MINLNDTOT,1,2036,1.8975204
GLOBAL,S1D2,MINLNDTOT,1,2037,1.8993487
GLOBAL,S1D2,MINLNDTOT,1,2038,1.9011768
GLOBAL,S1D2,MINLNDTOT,1,2039,1.9127275
GLOBAL,S1D2,MINLNDTOT,1,2040,8.1906102
GLOBAL,S1D2,MINLNDTOT,1,2041,1.9045404
GLOBAL,S1D2,MINLNDTOT,1,2042,1.904257
GLOBAL,S1D2,MINLNDTOT,1,2043,1.9039736
GLOBAL,S1D2,MINLNDTOT,1,2044,1.9036991
GLOBAL,S1D2,MINLNDTOT,1,2045,1.9034154
GLOBAL,S1D2,MINLNDTOT,1,2046,1.9014821
GLOBAL,S1D2,MINLNDTOT,1,2047,1.8995487
GLOBAL,S1D2,MINLNDTOT,1,2048,1.9019028
GLOBAL,S1D2,MINLNDTOT,1,2049,1.8978255
GLOBAL,S1D2,MINLNDTOT,1,2050,1.8937574
GLOBAL,S1D2,MINPRCFJI,1,2021,4.8354714
GLOBAL,S1D2,MINPRCFJI,1,2022,4.8565401
GLOBAL,S1D2,MINPRCFJI,1,2023,5.2048742
GLOBAL,S1D2,MINPRCFJI,1,2024,5.1447736
GLOBAL,S1D2,MINPRCFJI,1,2025,5.0846739
GLOBAL,S1D2,MINPRCFJI,1,2026,5.0393609
GLOBAL,S1D2,MINPRCFJI,1,2027,4.9940488
GLOBAL,S1D2,MINPRCFJI,1,2028,4.9674239
GLOBAL,S1D2,MINPRCFJI,1,2029,4.9833079
GLOBAL,S1D2,MINPRCFJI,1,2030,4.9991923
GLOBAL,S1D2,MINPRCFJI,1,2031,5.0100369
GLOBAL,S1D2,MINPRCFJI,1,2032,5.0209062
GLOBAL,S1D2,MINPRCFJI,1,2033,5.0120268
GLOBAL,S1D2,MINPRCFJI,1,2034,5.0426447
GLOBAL,S1D2,MINPRCFJI,1,2035,5.0534893
GLOBAL,S1D2,MINPRCFJI,1,2036,5.0583628
GLOBAL,S1D2,MINPRCFJI,1,2037,5.0632367
GLOBAL,S1D2,MINPRCFJI,1,2038,5.0681102
GLOBAL,S1D2,MINPRCFJI,1,2039,5.0989016
GLOBAL,S1D2,MINPRCFJI,1,2040,18.277984
GLOBAL,S1D2,MINPRCFJI,1,2041,5.0770766
GLOBAL,S1D2,MINPRCFJI,1,2042,5.076321
GLOBAL,S1D2,MINPRCFJI,1,2043,5.0755655
GLOBAL,S1D2,MINPRCFJI,1,2044,5.074834
GLOBAL,S1D2,MINPRCFJI,1,2045,5.0740777
GLOBAL,S1D2,MINPRCFJI,1,2046,5.0385737
GLOBAL,S1D2,MINPRCFJI,1,2047,5.0348905
GLOBAL,S1D2,MINPRCFJI,1,2048,5.0700453
GLOBAL,S1D2,MINPRCFJI,1,2049,5.0332389
GLOBAL,S1D2,MINPRCFJI,1,2050,5.0483316
GLOBAL,S1D2,LNDCONHRTOT,1,2021,0.044243878
GLOBAL,S1D2,LNDCONHRTOT,1,2022,0.044436735
GLOBAL,S1D2,LNDCONHRTOT,1,2023,0.044629592
GLOBAL,S1D2,LNDCONHRTOT,1,2024,0.044822449
GLOBAL,S1D2,LNDCONHRTOT,1,2025,0.045015306
GLOBAL,S1D2,LNDCONHRTOT,1,2026,0.045160612
GLOBAL,S1D2,LNDCONHRTOT,1,2027,0.045305918
GLOBAL,S1D2,LNDCONHRTOT,1,2028,0.045451224
GLOBAL,S1D2,LNDCONHRTOT,1,2029,0.045596531
GLOBAL,S1D2,LNDCONHRTOT,1,2030,0.045741837
GLOBAL,S1D2,LNDCONHRTOT,1,2031,0.045841224
GLOBAL,S1D2,LNDCONHRTOT,1,2032,0.045940612
GLOBAL,S1D2,LNDCONHRTOT,1,2033,0.04604
GLOBAL,S1D2,LNDCONHRTOT,1,2034,0.046139388
GLOBAL,S1D2,LNDCONHRTOT,1,2035,0.046238776
GLOBAL,S1D2,LNDCONHRTOT,1,2036,0.046283265
GLOBAL,S1D2,LNDCONHRTOT,1,2037,0.046327959
GLOBAL,S1D2,LNDCONHRTOT,1,2038,0.046372449
GLOBAL,S1D2,LNDCONHRTOT,1,2039,0.046654286
GLOBAL,S1D2,LNDCONHRTOT,1,2040,0.046461429
GLOBAL,S1D2,LNDCONHRTOT,1,2041,0.04645449
GLOBAL,S1D2,LNDCONHRTOT,1,2042,0.046447755
GLOBAL,S1D2,LNDCONHRTOT,1,2043,0.046440816
GLOBAL,S1D2,LNDCONHRTOT,1,2044,0.046433878
GLOBAL,S1D2,LNDCONHRTOT,1,2045,0.046426939
GLOBAL,S1D2,LNDCONHRTOT,1,2046,0.04638
GLOBAL,S1D2,LNDCONHRTOT,1,2047,0.046332857
GLOBAL,S1D2,LNDCONHRTOT,1,2048,0.046390204
GLOBAL,S1D2,LNDCONHRTOT,1,2049,0.046290816
GLOBAL,S1D2,LNDCONHRTOT,1,2050,0.046191429
GLOBAL,S1D2,LNDCASHRTOT,1,2021,0.073357143
GLOBAL,S1D2,LNDCASHRTOT,1,2022,0.073676939
GLOBAL,S1D2,LNDCASHRTOT,1,2023,0.073996633
GLOBAL,S1D2,LNDCASHRTOT,1,2024,0.074316429
GLOBAL,S1D2,LNDCASHRTOT,1,2025,0.074636224
GLOBAL,S1D2,LNDCASHRTOT,1,2026,0.074877143
GLOBAL,S1D2,LNDCASHRTOT,1,2027,0.075118061
GLOBAL,S1D2,LNDCASHRTOT,1,2028,0.075358878
GLOBAL,S1D2,LNDCASHRTOT,1,2029,0.075599796
GLOBAL,S1D2,LNDCASHRTOT,1,2030,0.075840714
GLOBAL,S1D2,LNDCASHRTOT,1,2031,0.07600551
GLOBAL,S1D2,LNDCASHRTOT,1,2032,0.076170408
GLOBAL,S1D2,LNDCASHRTOT,1,2033,0.076335204
GLOBAL,S1D2,LNDCASHRTOT,1,2034,0.0765
GLOBAL,S1D2,LNDCASHRTOT,1,2035,0.076664796
GLOBAL,S1D2,LNDCASHRTOT,1,2036,0.076738571
GLOBAL,S1D2,LNDCASHRTOT,1,2037,0.076812449
GLOBAL,S1D2,LNDCASHRTOT,1,2038,0.076886224
GLOBAL,S1D2,LNDCASHRTOT,1,2039,0.077353673
GLOBAL,S1D2,LNDCASHRTOT,1,2040,0.077033878
GLOBAL,S1D2,LNDCASHRTOT,1,2041,0.077022449
GLOBAL,S1D2,LNDCASHRTOT,1,2042,0.07701102
GLOBAL,S1D2,LNDCASHRTOT,1,2043,0.076999694
GLOBAL,S1D2,LNDCASHRTOT,1,2044,0.076988265
GLOBAL,S1D2,LNDCASHRTOT,1,2045,0.076976837
GLOBAL,S1D2,LNDCASHRTOT,1,2046,0.076898673
GLOBAL,S1D2,LNDCASHRTOT,1,2047,0.076820612
GLOBAL,S1D2,LNDCASHRTOT,1,2048,0.076915816
GLOBAL,S1D2,LNDCASHRTOT,1,2049,0.07675102
GLOBAL,S1D2,LNDCASHRTOT,1,2050,0.076586224
GLOBAL,S1D2,LNDYAMHRTOT,1,2021,0.059223846
GLOBAL,S1D2,LNDYAMHRTOT,1,2022,0.059481978
GLOBAL,S1D2,LNDYAMHRTOT,1,2023,0.05974022
GLOBAL,S1D2,LNDYAMHRTOT,1,2024,0.059998352
GLOBAL,S1D2,LNDYAMHRTOT,1,2025,0.060256484
GLOBAL,S1D2,LNDYAMHRTOT,1,2026,0.060450989
GLOBAL,S1D2,LNDYAMHRTOT,1,2027,0.060645495
GLOBAL,S1D2,LNDYAMHRTOT,1,2028,0.06084
GLOBAL,S1D2,LNDYAMHRTOT,1,2029,0.061034396
GLOBAL,S1D2,LNDYAMHRTOT,1,2030,0.061228901
GLOBAL,S1D2,LNDYAMHRTOT,1,2031,0.061361978
GLOBAL,S1D2,LNDYAMHRTOT,1,2032,0.061495055
GLOBAL,S1D2,LNDYAMHRTOT,1,2033,0.061628132
GLOBAL,S1D2,LNDYAMHRTOT,1,2034,0.061761209
GLOBAL,S1D2,LNDYAMHRTOT,1,2035,0.061894176
GLOBAL,S1D2,LNDYAMHRTOT,1,2036,0.061953846
GLOBAL,S1D2,LNDYAMHRTOT,1,2037,0.062013407
GLOBAL,S1D2,LNDYAMHRTOT,1,2038,0.062072967
GLOBAL,S1D2,LNDYAMHRTOT,1,2039,0.06245033
GLOBAL,S1D2,LNDYAMHRTOT,1,2040,0.062192198
GLOBAL,S1D2,LNDYAMHRTOT,1,2041,0.062182967
GLOBAL,S1D2,LNDYAMHRTOT,1,2042,0.062173736
GLOBAL,S1D2,LNDYAMHRTOT,1,2043,0.062164615
GLOBAL,S1D2,LNDYAMHRTOT,1,2044,0.062155385
GLOBAL,S1D2,LNDYAMHRTOT,1,2045,0.062146154
GLOBAL,S1D2,LNDYAMHRTOT,1,2046,0.062083077
GLOBAL,S1D2,LNDYAMHRTOT,1,2047,0.06202
GLOBAL,S1D2,LNDYAMHRTOT,1,2048,0.062096813
GLOBAL,S1D2,LNDYAMHRTOT,1,2049,0.061963736
GLOBAL,S1D2,LNDYAMHRTOT,1,2050,0.061830769
GLOBAL,S1D2,LNDSGCHRTOT,1,2021,1.5690909
GLOBAL,S1D2,LNDSGCHRTOT,1,2022,1.5759273
GLOBAL,S1D2,LNDSGCHRTOT,1,2023,1.5827727
GLOBAL,S1D2,LNDSGCHRTOT,1,2024,1.5896091
GLOBAL,S1D2,LNDSGCHRTOT,1,2025,1.5964455
GLOBAL,S1D2,LNDSGCHRTOT,1,2026,1.6016
GLOBAL,S1D2,LNDSGCHRTOT,1,2027,1.6067545
GLOBAL,S1D2,LNDSGCHRTOT,1,2028,1.6119091
GLOBAL,S1D2,LNDSGCHRTOT,1,2029,1.6170636
GLOBAL,S1D2,LNDSGCHRTOT,1,2030,1.6222182
GLOBAL,S1D2,LNDSGCHRTOT,1,2031,1.6257364
GLOBAL,S1D2,LNDSGCHRTOT,1,2032,1.6292636
GLOBAL,S1D2,LNDSGCHRTOT,1,2033,1.6327909
GLOBAL,S1D2,LNDSGCHRTOT,1,2034,1.6363182
GLOBAL,S1D2,LNDSGCHRTOT,1,2035,1.6398364
GLOBAL,S1D2,LNDSGCHRTOT,1,2036,1.6414182
GLOBAL,S1D2,LNDSGCHRTOT,1,2037,1.643
GLOBAL,S1D2,LNDSGCHRTOT,1,2038,1.6445818
GLOBAL,S1D2,LNDSGCHRTOT,1,2039,1.6545727
GLOBAL,S1D2,LNDSGCHRTOT,1,2040,1.6477364
GLOBAL,S1D2,LNDSGCHRTOT,1,2041,1.6474909
GLOBAL,S1D2,LNDSGCHRTOT,1,2042,1.6472455
GLOBAL,S1D2,LNDSGCHRTOT,1,2043,1.647
GLOBAL,S1D2,LNDSGCHRTOT,1,2044,1.6467636
GLOBAL,S1D2,LNDSGCHRTOT,1,2045,1.6465182
GLOBAL,S1D2,LNDSGCHRTOT,1,2046,1.6448455
GLOBAL,S1D2,LNDSGCHRTOT,1,2047,1.6431727
GLOBAL,S1D2,LNDSGCHRTOT,1,2048,1.6452091
GLOBAL,S1D2,LNDSGCHRTOT,1,2049,1.6416818
GLOBAL,S1D2,LNDSGCHRTOT,1,2050,1.6381636
GLOBAL,S1D2,LNDOTHHRTOT,1,2021,0.067992391
GLOBAL,S1D2,LNDOTHHRTOT,1,2022,0.068288696
GLOBAL,S1D2,LNDOTHHRTOT,1,2023,0.068585109
GLOBAL,S1D2,LNDOTHHRTOT,1,2024,0.068881522
GLOBAL,S1D2,LNDOTHHRTOT,1,2025,0.069177826
GLOBAL,S1D2,LNDOTHHRTOT,1,2026,0.069401196
GLOBAL,S1D2,LNDOTHHRTOT,1,2027,0.069624457
GLOBAL,S1D2,LNDOTHHRTOT,1,2028,0.069847717
GLOBAL,S1D2,LNDOTHHRTOT,1,2029,0.070070978
GLOBAL,S1D2,LNDOTHHRTOT,1,2030,0.070294348
GLOBAL,S1D2,LNDOTHHRTOT,1,2031,0.070447065
GLOBAL,S1D2,LNDOTHHRTOT,1,2032,0.070599783
GLOBAL,S1D2,LNDOTHHRTOT,1,2033,0.070752609
GLOBAL,S1D2,LNDOTHHRTOT,1,2034,0.070905326
GLOBAL,S1D2,LNDOTHHRTOT,1,2035,0.071058152
GLOBAL,S1D2,LNDOTHHRTOT,1,2036,0.071126522
GLOBAL,S1D2,LNDOTHHRTOT,1,2037,0.071194891
GLOBAL,S1D2,LNDOTHHRTOT,1,2038,0.07126337
GLOBAL,S1D2,LNDOTHHRTOT,1,2039,0.071696522
GLOBAL,S1D2,LNDOTHHRTOT,1,2040,0.071400217
GLOBAL,S1D2,LNDOTHHRTOT,1,2041,0.071389565
GLOBAL,S1D2,LNDOTHHRTOT,1,2042,0.071379022
GLOBAL,S1D2,LNDOTHHRTOT,1,2043,0.071368478
GLOBAL,S1D2,LNDOTHHRTOT,1,2044,0.071357935
GLOBAL,S1D2,LNDOTHHRTOT,1,2045,0.071347283
GLOBAL,S1D2,LNDOTHHRTOT,1,2046,0.071274891
GLOBAL,S1D2,LNDOTHHRTOT,1,2047,0.0712025
GLOBAL,S1D2,LNDOTHHRTOT,1,2048,0.07129087
GLOBAL,S1D2,LNDOTHHRTOT,1,2049,0.071138152
GLOBAL,S1D2,LNDOTHHRTOT,1,2050,0.070985326
GLOBAL,S1D2,LNDAGRFJIC01,15,2021,1.5690909
GLOBAL,S1D2,LNDAGRFJIC01,20,2021,0.067992391
GLOBAL,S1D2,LNDAGRFJIC01,11,2021,0.073357143
GLOBAL,S1D2,LNDAGRFJIC01,15,2022,1.5759273
GLOBAL,S1D2,LNDAGRFJIC01,20,2022,0.068288696
GLOBAL,S1D2,LNDAGRFJIC01,11,2022,0.073676939
GLOBAL,S1D2,LNDAGRFJIC01,15,2023,1.5827727
GLOBAL,S1D2,LNDAGRFJIC01,20,2023,0.068585109
GLOBAL,S1D2,LNDAGRFJIC01,11,2023,0.073996633
GLOBAL,S1D2,LNDAGRFJIC01,15,2024,1.5896091
GLOBAL,S1D2,LNDAGRFJIC01,20,2024,0.068881522
GLOBAL,S1D2,LNDAGRFJIC01,11,2024,0.074316429
GLOBAL,S1D2,LNDAGRFJIC01,15,2025,1.5964455
GLOBAL,S1D2,LNDAGRFJIC01,20,2025,0.069177826
GLOBAL,S1D2,LNDAGRFJIC01,11,2025,0.074636224
GLOBAL,S1D2,LNDAGRFJIC01,15,2026,1.6016
GLOBAL,S1D2,LNDAGRFJIC01,20,2026,0.069401196
GLOBAL,S1D2,LNDAGRFJIC01,11,2026,0.074877143
GLOBAL,S1D2,LNDAGRFJIC01,15,2027,1.6067545
GLOBAL,S1D2,LNDAGRFJIC01,20,2027,0.069624457
GLOBAL,S1D2,LNDAGRFJIC01,11,2027,0.075118061
GLOBAL,S1D2,LNDAGRFJIC01,15,2028,1.6119091
GLOBAL,S1D2,LNDAGRFJIC01,20,2028,0.069847717
GLOBAL,S1D2,LNDAGRFJIC01,11,2028,0.075358878
GLOBAL,S1D2,LNDAGRFJIC01,15,2029,1.6170636
GLOBAL,S1D2,LNDAGRFJIC01,20,2029,0.070070978
GLOBAL,S1D2,LNDAGRFJIC01,11,2029,0.075599796
GLOBAL,S1D2,LNDAGRFJIC01,15,2030,1.6222182
GLOBAL,S1D2,LNDAGRFJIC01,20,2030,0.070294348
GLOBAL,S1D2,LNDAGRFJIC01,11,2030,0.075840714
GLOBAL,S1D2,LNDAGRFJIC01,15,2031,1.6257364
GLOBAL,S1D2,LNDAGRFJIC01,20,2031,0.070447065
GLOBAL,S1D2,LNDAGRFJIC01,11,2031,0.07600551
GLOBAL,S1D2,LNDAGRFJIC01,15,2032,1.6292636
GLOBAL,S1D2,LNDAGRFJIC01,20,2032,0.070599783
GLOBAL,S1D2,LNDAGRFJIC01,11,2032,0.076170408
GLOBAL,S1D2,LNDAGRFJIC01,15,2033,1.5340466
GLOBAL,S1D2,LNDAGRFJIC01,20,2033,0.070752609
GLOBAL,S1D2,LNDAGRFJIC01,11,2033,0.076335204
GLOBAL,S1D2,LNDAGRFJIC01,15,2034,1.6363182
GLOBAL,S1D2,LNDAGRFJIC01,20,2034,0.070905326
GLOBAL,S1D2,LNDAGRFJIC01,11,2034,0.0765
GLOBAL,S1D2,LNDAGRFJIC01,15,2035,1.6398364
GLOBAL,S1D2,LNDAGRFJIC01,20,2035,0.071058152
GLOBAL,S1D2,LNDAGRFJIC01,11,2035,0.076664796
GLOBAL,S1D2,LNDAGRFJIC01,15,2036,1.6414182
GLOBAL,S1D2,LNDAGRFJIC01,20,2036,0.071126522
GLOBAL,S1D2,LNDAGRFJIC01,11,2036,0.076738571
GLOBAL,S1D2,LNDAGRFJIC01,15,2037,1.643
GLOBAL,S1D2,LNDAGRFJIC01,20,2037,0.071194891
GLOBAL,S1D2,LNDAGRFJIC01,11,2037,0.076812449
GLOBAL,S1D2,LNDAGRFJIC01,15,2038,1.6445818
GLOBAL,S1D2,LNDAGRFJIC01,20,2038,0.07126337
GLOBAL,S1D2,LNDAGRFJIC01,11,2038,0.076886224
GLOBAL,S1D2,LNDAGRFJIC01,15,2039,1.6545727
GLOBAL,S1D2,LNDAGRFJIC01,20,2039,0.071696522
GLOBAL,S1D2,LNDAGRFJIC01,11,2039,0.077353673
GLOBAL,S1D2,LNDAGRFJIC01,15,2040,1.6477364
GLOBAL,S1D2,LNDAGRFJIC01,20,2040,0.071400217
GLOBAL,S1D2,LNDAGRFJIC01,11,2040,0.077033878
GLOBAL,S1D2,LNDAGRFJIC01,15,2041,1.6474909
GLOBAL,S1D2,LNDAGRFJIC01,20,2041,0.071389565
GLOBAL,S1D2,LNDAGRFJIC01,11,2041,0.077022449
GLOBAL,S1D2,LNDAGRFJIC01,15,2042,1.6472455
GLOBAL,S1D2,LNDAGRFJIC01,20,2042,0.071379022
GLOBAL,S1D2,LNDAGRFJIC01,11,2042,0.07701102
GLOBAL,S1D2,LNDAGRFJIC01,15,2043,1.647
GLOBAL,S1D2,LNDAGRFJIC01,20,2043,0.071368478
GLOBAL,S1D2,LNDAGRFJIC01,11,2043,0.076999694
GLOBAL,S1D2,LNDAGRFJIC01,15,2044,1.6467636
GLOBAL,S1D2,LNDAGRFJIC01,20,2044,0.071357935
GLOBAL,S1D2,LNDAGRFJIC01,11,2044,0.076988265
GLOBAL,S1D2,LNDAGRFJIC01,15,2045,1.6465182
GLOBAL,S1D2,LNDAGRFJIC01,20,2045,0.071347283
GLOBAL,S1D2,LNDAGRFJIC01,11,2045,0.076976837
GLOBAL,S1D2,LNDAGRFJIC01,15,2046,1.4930947
GLOBAL,S1D2,LNDAGRFJIC01,20,2046,0.071274891
GLOBAL,S1D2,LNDAGRFJIC01,11,2046,0.076898673
GLOBAL,S1D2,LNDAGRFJIC01,15,2047,1.4987764
GLOBAL,S1D2,LNDAGRFJIC01,20,2047,0.0712025
GLOBAL,S1D2,LNDAGRFJIC01,11,2047,0.076820612
GLOBAL,S1D2,LNDAGRFJIC01,15,2048,1.6452091
GLOBAL,S1D2,LNDAGRFJIC01,20,2048,0.07129087
GLOBAL,S1D2,LNDAGRFJIC01,11,2048,0.076915816
GLOBAL,S1D2,LNDAGRFJIC01,15,2049,1.5119949
GLOBAL,S1D2,LNDAGRFJIC01,20,2049,0.071138152
GLOBAL,S1D2,LNDAGRFJIC01,11,2049,0.07675102
GLOBAL,S1D2,LNDAGRFJIC01,15,2050,1.6381636
GLOBAL,S1D2,LNDAGRFJIC01,20,2050,0.070985326
GLOBAL,S1D2,LNDAGRFJIC01,11,2050,0.076586224
GLOBAL,S1D2,LNDAGRFJIC02,15,2033,0.09874434
GLOBAL,S1D2,LNDAGRFJIC02,15,2046,0.15175078
GLOBAL,S1D2,LNDAGRFJIC02,15,2047,0.14439629
GLOBAL,S1D2,LNDAGRFJIC02,15,2049,0.12968688
GLOBAL,S1D2,LNDAGRFJIC04,8,2021,0.044243878
GLOBAL,S1D2,LNDAGRFJIC04,14,2021,0.059223846
GLOBAL,S1D2,LNDAGRFJIC04,8,2022,0.044436735
GLOBAL,S1D2,LNDAGRFJIC04,14,2022,0.059481978
GLOBAL,S1D2,LNDAGRFJIC04,8,2023,0.044629592
GLOBAL,S1D2,LNDAGRFJIC04,14,2023,0.05974022
GLOBAL,S1D2,LNDAGRFJIC04,8,2024,0.044822449
GLOBAL,S1D2,LNDAGRFJIC04,14,2024,0.059998352
GLOBAL,S1D2,LNDAGRFJIC04,8,2025,0.045015306
GLOBAL,S1D2,LNDAGRFJIC04,14,2025,0.060256484
GLOBAL,S1D2,LNDAGRFJIC04,8,2026,0.045160612
GLOBAL,S1D2,LNDAGRFJIC04,14,2026,0.060450989
GLOBAL,S1D2,LNDAGRFJIC04,8,2027,0.045305918
GLOBAL,S1D2,LNDAGRFJIC04,14,2027,0.060645495
GLOBAL,S1D2,LNDAGRFJIC04,8,2028,0.045451224
GLOBAL,S1D2,LNDAGRFJIC04,14,2028,0.06084
GLOBAL,S1D2,LNDAGRFJIC04,8,2029,0.045596531
GLOBAL,S1D2,LNDAGRFJIC04,14,2029,0.061034396
GLOBAL,S1D2,LNDAGRFJIC04,8,2030,0.045741837
GLOBAL,S1D2,LNDAGRFJIC04,14,2030,0.061228901
GLOBAL,S1D2,LNDAGRFJIC04,8,2031,0.045841224
GLOBAL,S1D2,LNDAGRFJIC04,14,2031,0.061361978
GLOBAL,S1D2,LNDAGRFJIC04,8,2032,0.045940612
GLOBAL,S1D2,LNDAGRFJIC04,14,2032,0.061495055
GLOBAL,S1D2,LNDAGRFJIC04,8,2033,0.04604
GLOBAL,S1D2,LNDAGRFJIC04,14,2033,0.061628132
GLOBAL,S1D2,LNDAGRFJIC04,8,2034,0.046139388
GLOBAL,S1D2,LNDAGRFJIC04,14,2034,0.061761209
GLOBAL,S1D2,LNDAGRFJIC04,8,2035,0.046238776
GLOBAL,S1D2,LNDAGRFJIC04,14,2035,0.061894176
GLOBAL,S1D2,LNDAGRFJIC04,8,2036,0.046283265
GLOBAL,S1D2,LNDAGRFJIC04,14,2036,0.061953846
GLOBAL,S1D2,LNDAGRFJIC04,8,2037,0.046327959
GLOBAL,S1D2,LNDAGRFJIC04,14,2037,0.062013407
GLOBAL,S1D2,LNDAGRFJIC04,8,2038,0.046372449
GLOBAL,S1D2,LNDAGRFJIC04,14,2038,0.062072967
GLOBAL,S1D2,LNDAGRFJIC04,8,2039,0.046654286
GLOBAL,S1D2,LNDAGRFJIC04,14,2039,0.06245033
GLOBAL,S1D2,LNDAGRFJIC04,8,2040,0.046461429
GLOBAL,S1D2,LNDAGRFJIC04,14,2040,0.062192198
GLOBAL,S1D2,LNDAGRFJIC04,8,2041,0.04645449
GLOBAL,S1D2,LNDAGRFJIC04,14,2041,0.062182967
GLOBAL,S1D2,LNDAGRFJIC04,8,2042,0.046447755
GLOBAL,S1D2,LNDAGRFJIC04,14,2042,0.062173736
GLOBAL,S1D2,LNDAGRFJIC04,8,2043,0.046440816
GLOBAL,S1D2,LNDAGRFJIC04,14,2043,0.062164615
GLOBAL,S1D2,LNDAGRFJIC04,8,2044,0.046433878
GLOBAL,S1D2,LNDAGRFJIC04,14,2044,0.062155385
GLOBAL,S1D2,LNDAGRFJIC04,8,2045,0.046426939
GLOBAL,S1D2,LNDAGRFJIC04,14,2045,0.062146154
